Token: Weight
----------------
14fn: 0.0004793523
$=price: 0.0003414974
$4475: 0.0043611289
socialization: 0.0011344299
13fn: 0.0004793523
13s: 0.0011344299
31s: 0.0011344299
academic: 0.0014759274
remediation: 0.0013611309
religion: 0.0003414974
compared: 0.0005672150
materials: 0.0012242554
93yr: 0.0016237820
levels: 0.0029534677
psychology: 0.0003414974
role: 0.0013659898
92yr: 0.0017016450
slow: 0.0105098225
fn=footnotes: 0.0003414974
adequacy: 0.0011893987
black: 0.0002706303
patterns: 0.0006318453
creative: 0.0008758185
parent: 0.0007253282
papers: 0.0003414974
effects: 0.0026482744
psychological: 0.0006121277
meet: 0.0005412606
14s: 0.0017016450
evolution: 0.0006121277
project: 0.0017720807
projects: 0.0006829949
ratio: 0.0010500614
43fn: 0.0010500614
reinforcement: 0.0011893987
review: 0.0031717301
introduction: 0.0022688599
10fn: 0.0017655162
consummated: 0.0013611309
disabilities: 0.0068905908
communications: 0.0002706303
behavior: 0.0059069353
examines: 0.0030734772
rejection: 0.0022688599
suitability: 0.0012607581
aid: 0.0005672150
investigates: 0.0008613238
ed: 0.0018295903
training: 0.0028360749
modification: 0.0018295903
15s: 0.0005906935
guidelines: 0.0007379637
token: 0.0011344299
intervention: 0.0014759274
$33115: 0.0012607581
emphasis: 0.0011344299
noting: 0.0005412606
individualized: 0.0012607581
17fn: 0.0005122462
dr: 0.0005672150
thorough: 0.0009147951
instructional: 0.0010166714
classes: 0.0007614423
impaired: 0.0063037905
hypotheses: 0.0010500614
traditional: 0.0011344299
maturation: 0.0013611309
spheres: 0.0010885298
ones: 0.0006670966
exceptional: 0.0010166714
$21480: 0.0007614423
fallacy: 0.0013611309
history: 0.0010825213
analyze: 0.0009147951
including: 0.0005122462
16s: 0.0006121277
sequence: 0.0010885298
copy1996: 0.0003414974
background: 0.0005672150
cirriculum: 0.0013611309
testing: 0.0007723924
notes: 0.0009587045
public: 0.0005412606
comments: 0.0002706303
behalf: 0.0008294941
proves: 0.0011344299
methods: 0.0035310325
assessments: 0.0011344299
