Token: Weight
----------------
president: 0.0030083167
benefit: 0.0013906973
threat: 0.0016765851
2002: 0.0049460772
loopholes: 0.0028643254
party: 0.0010890438
rescind: 0.0028643254
levels: 0.0013420008
threefifths: 0.0028643254
laws: 0.0023275514
contribution: 0.0017299261
government: 0.0012296940
limits: 0.0016765851
missiles: 0.0025773195
defenses: 0.0041566594
administrations: 0.0019568477
partial: 0.0022427354
projects: 0.0015517010
ratification: 0.0022427354
february: 0.0054044072
endangered: 0.0027022036
air: 0.0014354939
array: 0.0023856421
bills: 0.0036890819
raise: 0.0019897784
deploy: 0.0030923630
aid: 0.0012886598
currency: 0.0020358034
abortions: 0.0103092780
authority: 0.0012886598
missile: 0.0041566594
times: 0.0009007345
current: 0.0007758505
nea: 0.0028643254
chamber: 0.0023856421
stenholm: 0.0021893943
adoption: 0.0083133187
debt: 0.0018234192
organizations: 0.0012296940
cutting: 0.0039136955
join: 0.0016478783
labor: 0.0012886598
including: 0.0007758505
days: 0.0024593880
gains: 0.0017299261
public: 0.0043039289
2000: 0.0016176192
antimissile: 0.0027022036
bailout: 0.0030923630
amendment: 0.0491545312
waive: 0.0024730386
congress: 0.0026840016
fiscal: 0.0061074109
change: 0.0010027722
entity: 0.0047712843
distributed: 0.0018234192
outlays: 0.0057286508
gopsponsored: 0.0030923630
capital: 0.0012296940
clinger: 0.0021304286
balance: 0.0043064822
march: 0.0025773195
greenwood: 0.0030923630
passage: 0.0162132215
broadcasting: 0.0041566594
priority: 0.0018845336
enactment: 0.0024730386
combatreadiness: 0.0030923630
dc: 0.0017038907
stabilization: 0.0023856421
replaced: 0.0022427354
lease: 0.0024730386
constitutional: 0.0060623260
120: 0.0018445409
bill: 0.0270618554
department: 0.0011637757
purchase: 0.0018014690
embargo: 0.0021893943
education: 0.0006148470
delaney: 0.0023097829
legislative: 0.0016765851
taxpayers: 0.0027022036
offset: 0.0021893943
voting: 0.0018445409
activity: 0.0011637757
projected: 0.0020783297
population: 0.0012296940
requirement: 0.0015517010
april: 0.0012296940
congressional: 0.0020783297
planned: 0.0017299261
amendments: 0.0021304286
entire: 0.0015517010
relations: 0.0010890438
freeze: 0.0027022036
proposals: 0.0040716068
suit: 0.0020358034
eligibility: 0.0021893943
neaneh: 0.0030923630
lobby: 0.0038437156
court: 0.0010890438
impose: 0.0022427354
operation: 0.0013906973
help: 0.0010890438
social: 0.0015517010
rejected: 0.0150762685
ballistic: 0.0028643254
activities: 0.0010027722
limit: 0.0067063402
final: 0.0013420008
ban: 0.0019568477
services: 0.0007758505
support: 0.0023275516
mexican: 0.0021304286
delivers: 0.0027022036
welfare: 0.0070192153
regarding: 0.0011637757
health: 0.0010027722
nato: 0.0014354939
spratt: 0.0023856421
funds: 0.0057419757
decisions: 0.0014354939
medicare: 0.0023097829
pension: 0.0044854707
enforcing: 0.0024730386
home: 0.0006148470
europe: 0.0012296940
bonilla: 0.0030923630
vehicle: 0.0015856300
votes: 0.0055336230
savings: 0.0016765851
$245: 0.0027022036
$240: 0.0030923630
clean: 0.0038437156
supported: 0.0311386716
rape: 0.0019568477
cuts: 0.0037690671
september: 0.0027813946
water: 0.0013420008
modernization: 0.0022427354
criteria: 0.0019897784
recipients: 0.0019218578
waived: 0.0021893943
additional: 0.0014354939
proposal: 0.0014354939
cut: 0.0038437156
partially: 0.0023856421
force: 0.0012886598
interior: 0.0018845336
individual: 0.0010027722
military: 0.0010890438
revoke: 0.0025773195
provisions: 0.0054702577
198: 0.0020783297
january: 0.0013906973
family: 0.0010890438
$226: 0.0030923630
litigation: 0.0021304286
credit: 0.0027813946
required: 0.0012296940
flexibility: 0.0022427354
protection: 0.0011637757
joint: 0.0027813946
shortrange: 0.0030923630
november: 0.0055627893
selfexecutable: 0.0030923630
opposition: 0.0013420008
targeted: 0.0020783297
12year: 0.0028643254
