Token: Weight
----------------
14fn: 0.0008018008
alliance: 0.0010568722
$=price: 0.0005712144
communities: 0.0012343739
gothic: 0.0019894782
$4475: 0.0039789565
freedom: 0.0008568216
94yr: 0.0081481803
party: 0.0008018008
oscar: 0.0021088393
religion: 0.0005712144
story: 0.0009880386
politics: 0.0028462999
preface: 0.0075901328
free: 0.0006631594
time: 0.0009053535
93yr: 0.0018107069
movement: 0.0014765678
psychology: 0.0017136434
laws: 0.0008568216
92yr: 0.0009487666
role: 0.0022848577
fn=footnotes: 0.0005712144
black: 0.0009053535
billy: 0.0015685129
compares: 0.0009880386
patterns: 0.0010568722
nineteenth: 0.0030603111
immigrants: 0.0032238518
stressing: 0.0012544774
engerman: 0.0022767303
answer: 0.0013580301
papers: 0.0005712144
effects: 0.0007382839
14s: 0.0009487666
zionism: 0.0021088393
native: 0.0077517717
origins: 0.0009880386
keeping: 0.0014988459
explain: 0.0014149542
review: 0.0046421159
10fn: 0.0014765678
unique: 0.0010874080
mold: 0.0019894782
goldsby: 0.0022767303
individualistic: 0.0018975332
communications: 0.0004526767
behavior: 0.0009880386
examines: 0.0022848577
indicate: 0.0015301555
drawing: 0.0016511979
authority: 0.0009487666
18fn: 0.0009053535
weaker: 0.0021088393
15s: 0.0009880386
current: 0.0005712144
centuries: 0.0045904666
protestantism: 0.0045534605
geneva: 0.0034011228
meaning: 0.0010874080
history: 0.0086008580
charts: 0.0013580301
analyze: 0.0015301555
including: 0.0005712144
copy1996: 0.0005712144
stands: 0.0016511979
16s: 0.0010238910
civilization: 0.0026526377
francoprussian: 0.0022767303
comments: 0.0004526767
methods: 0.0022148518
body: 0.0009487666
$20585: 0.0013874745
basis: 0.0018107069
settings: 0.0015685129
driving: 0.0015301555
norman: 0.0017564121
blacks: 0.0012919619
tragedy: 0.0014988459
architecture: 0.0005712144
assesses: 0.0014988459
hitler: 0.0014988459
describes: 0.0027160605
updated: 0.0004526767
theories: 0.0036214138
description: 0.0005712144
liberal: 0.0011424288
invasion: 0.0013263188
perspective: 0.0009880386
protestants: 0.0022767303
contributions: 0.0010874080
10s: 0.0007382839
hardships: 0.0022767303
jay: 0.0018975332
forces: 0.0009487666
massacre: 0.0017564121
necessities: 0.0019894782
particularly: 0.0008018008
38fn: 0.0016511979
factors: 0.0008568216
14pgs: 0.0017136432
immigrate: 0.0022767303
evangelical: 0.0022767303
assumptions: 0.0017005614
totalitarianism: 0.0019894782
distinguish: 0.0017564121
economics: 0.0005712144
constitution: 0.0012132387
olympic: 0.0021088393
11s: 0.0014765678
boorstin: 0.0051263147
van: 0.0008018008
bill: 0.0018975332
hopi: 0.0022767303
sociology: 0.0005712144
understanding: 0.0010874080
reflections: 0.0018975332
analysis: 0.0049794437
education: 0.0004526767
benevolent: 0.0021088393
business: 0.0004526767
assimilation: 0.0017564121
response: 0.0009880386
author: 0.0010568722
findings: 0.0012343739
england: 0.0011674089
controversy: 0.0025839237
lai: 0.0018975332
$7160: 0.0053052753
especially: 0.0007382839
immigration: 0.0091809332
treaty: 0.0012544774
restraint: 0.0019894782
formed: 0.0012343739
universal: 0.0014988459
experience: 0.0016036015
freudian: 0.0017005614
law: 0.0008568217
music: 0.0005712144
12s: 0.0016036015
society: 0.0013263188
10pgs: 0.0019894782
destiny: 0.0014988459
hardy: 0.0019894782
centralized: 0.0032238518
theoretical: 0.0014649603
methodology: 0.0028299084
stages: 0.0015685129
urban: 0.0011424288
moved: 0.0015685129
relations: 0.0016036015
rome: 0.0018975332
ap: 0.0019894782
peace: 0.0010568722
declaring: 0.0021088393
approach: 0.0018107069
arrival: 0.0019894782
growth: 0.0008568216
william: 0.0020477821
discusses: 0.0017136434
concern: 0.0009880386
rights: 0.0018107069
french: 0.0021137444
heritage: 0.0016511979
button: 0.0005712144
social: 0.0011424288
report: 0.0013580302
influenced: 0.0012736458
central: 0.0007382839
fogel: 0.0022767303
nations: 0.0022316724
nbsp: 0.0005712144
dispel: 0.0022767303
eighteenth: 0.0018975332
1894: 0.0022767303
final: 0.0009880386
interpreted: 0.0016119259
identify: 0.0013424795
vine: 0.0019894782
$10740: 0.0022148518
a1termpaper: 0.0005712144
career: 0.0010568722
$2685: 0.0019760772
questions: 0.0007382839
welfare: 0.0012919619
son: 0.0011424288
ussr: 0.0014149542
imagined: 0.0018975332
abuses: 0.0016511979
dictator: 0.0018975332
russian: 0.0008568216
experienced: 0.0005712144
11fn: 0.0007382839
12fn: 0.0022148518
western: 0.0016036015
$12530: 0.0017136432
warfare: 0.0015685129
humanity: 0.0016119259
creation: 0.0010238910
experiences: 0.0011424288
development: 0.0022633837
subject: 0.0004526767
click: 0.0011424288
feudalism: 0.0018975332
autocracy: 0.0022767303
principle: 0.0013263188
22fn: 0.0010568722
1790: 0.0022767303
built: 0.0012132387
democracy: 0.0009880386
aimed: 0.0012919619
ideas: 0.0009053535
defining: 0.0014149542
shaping: 0.0014988459
articles: 0.0021137444
79yr: 0.0053052753
greek: 0.0013424795
british: 0.0020477821
focuses: 0.0018107069
true: 0.0010874080
vietnam: 0.0013424795
reserved: 0.0004526767
unified: 0.0018207572
conflicting: 0.0035128242
account: 0.0008568216
0fn: 0.0086210724
linguistics: 0.0005712144
afn: 0.0046421159
precedents: 0.0019894782
perspectives: 0.0013580301
study: 0.0004526767
studies: 0.0027160605
middle: 0.0010874080
chinese: 0.0012919619
prior: 0.0010238910
military: 0.0016036015
