Token: Weight
----------------
president: 0.0111164469
thailand: 0.0497246459
awarded: 0.0115198847
equipment: 0.0081866290
corporation: 0.0159134772
opel: 0.0385938287
page: 0.0034080090
worldwide: 0.0086008571
fully: 0.0086008571
information: 0.0043004286
services: 0.0129012866
boise: 0.0171405263
support: 0.0043004286
208: 0.0256055947
include: 0.0055582235
project: 0.0074385190
projects: 0.0172017142
announced: 0.0092930719
r�sselsheim: 0.0385938287
underway: 0.0149779283
staffed: 0.0158765465
wins: 0.0137077011
home: 0.0034080090
press: 0.0055582235
communications: 0.0034080090
common: 0.0064506428
assembly: 0.0124311615
telex: 0.0171405263
worlds: 0.0097266277
contact: 0.0055582235
idaho: 0.0084006526
1996: 0.0034080090
1998: 0.0110290581
locations: 0.0115198847
brent: 0.0149779283
contracts: 0.0099852858
brandon: 0.0171405263
1999: 0.0128027974
mk: 0.0635061860
mkcorpmkcom: 0.0171405263
built: 0.0091339545
construction: 0.0163732581
september: 0.0077084373
similar: 0.0064506428
news: 0.0120728286
markets: 0.0099852858
return: 0.0099852858
poland: 0.0371722877
field: 0.0071428572
expertise: 0.0137077011
industrial: 0.0064506428
368439phone: 0.0171405263
83729: 0.0171405263
design: 0.0064506428
complexes: 0.0385938287
abroad: 0.0094444230
transportation: 0.0086008571
headquartered: 0.0171405263
completion: 0.0121355001
founded: 0.0115198847
automotive: 0.0236173216
knudsen: 0.0476296432
metal: 0.0132232746
power: 0.0049926429
germany: 0.0074385190
delighted: 0.0149779283
robert: 0.0071428572
chief: 0.0074385190
systems: 0.0049926429
fax: 0.0074385190
maintenance: 0.0086008571
releases: 0.0248623230
plazapo: 0.0171405263
mks: 0.0385938287
heavy: 0.0115198847
preliminary: 0.0132232746
executive: 0.0077084373
scheduled: 0.0104457000
corporate: 0.0084006526
email: 0.0071428572
awards: 0.0101069529
late: 0.0077084373
73: 0.0079567386
release: 0.0081866290
amp: 0.0099852858
tinstman: 0.0171405263
car: 0.0087889209
mining: 0.0132232746
scope: 0.0110290581
expansion: 0.0077084373
vice: 0.0099852858
3866611: 0.0171405263
engineering: 0.0092930719
officer: 0.0101069529
offices: 0.0079567386
3865065: 0.0171405263
facilities: 0.0086008571
sites: 0.0087889209
office: 0.0055582235
fabrication: 0.0171405263
programmanagement: 0.0385938287
engineer: 0.0132232746
environmental: 0.0074385190
adam: 0.0230397694
morrison: 0.0230397694
box: 0.0086008571
operations: 0.0071428572
ag: 0.0128027974
serves: 0.0099852858
clients: 0.0089662326
