Token: Weight
----------------
14fn: 0.0024892432
$=price: 0.0004433432
modalities: 0.0017670646
$4475: 0.0015441164
freedom: 0.0013300295
94yr: 0.0007026823
profession: 0.0009580486
college: 0.0008866863
particular: 0.0006650147
personality: 0.0010027451
13fn: 0.0012446216
13s: 0.0036818851
religion: 0.0004433432
story: 0.0007668576
time: 0.0003513412
93yr: 0.0042160936
levels: 0.0015337153
psychology: 0.0004433432
laws: 0.0006650147
role: 0.0008866863
92yr: 0.0007363770
government: 0.0003513412
fn=footnotes: 0.0004433432
generation: 0.0010419539
black: 0.0003513412
discrimination: 0.0009580486
exporters: 0.0015441163
offers: 0.0007363770
image: 0.0007026823
deadly: 0.0014131650
psychological: 0.0039734212
papers: 0.0004433432
effects: 0.0131792920
wide: 0.0007946842
causal: 0.0014131650
14s: 0.0007363770
evolution: 0.0007946842
socioeconomic: 0.0011876171
ethanol: 0.0039787451
native: 0.0020054902
epidemiological: 0.0016367574
constructive: 0.0014131650
lines: 0.0008202823
minorities: 0.0010540234
view: 0.0011460255
underground: 0.0011876171
review: 0.0010294110
hospital: 0.0008866863
10fn: 0.0017190382
continues: 0.0011181987
moral: 0.0027730616
knowledge: 0.0007668576
disabilities: 0.0022363975
communications: 0.0003513412
behavior: 0.0007668576
examines: 0.0053201183
newborns: 0.0032735148
training: 0.0007363770
18fn: 0.0007026823
programming: 0.0010768763
side: 0.0016405645
15s: 0.0007668576
multilateral: 0.0017670646
smoking: 0.0065993802
intervention: 0.0038321945
emphasis: 0.0007363770
current: 0.0004433432
examined: 0.0008660466
noting: 0.0014053646
24fn: 0.0008660466
17fn: 0.0013300295
adoption: 0.0011876171
illegal: 0.0028741460
suffer: 0.0013198761
30s: 0.0024347755
adaptations: 0.0016367574
traditional: 0.0007363770
addicted: 0.0035341291
cutting: 0.0011181987
$21480: 0.0009885293
outpatient: 0.0013198761
history: 0.0017567057
arrested: 0.0010540234
including: 0.0011083579
veterans: 0.0016367574
copy1996: 0.0004433432
16s: 0.0007946842
background: 0.0007363770
testing: 0.0020054902
cardiovascular: 0.0035341291
successful: 0.0009243538
public: 0.0014053646
elderly: 0.0031620704
maintained: 0.0011633163
comments: 0.0003513412
treatments: 0.0012173877
methods: 0.0022920510
amendment: 0.0009060744
body: 0.0014727541
physical: 0.0013300295
basis: 0.0007026823
drinking: 0.0036521633
proven: 0.0012510824
