Token: Weight
----------------
mountain: 0.0028642956
discussion: 0.0010432388
arts: 0.0020324297
advocacy: 0.0022259131
wonderland: 0.0062594330
teachers: 0.0041729552
missing: 0.0025975562
strange: 0.0026752115
references: 0.0025975562
free: 0.0020864776
150: 0.0018364911
created: 0.0025226807
features: 0.0018364911
humor: 0.0028642956
worldwide: 0.0017971941
option: 0.0018735410
copy: 0.0014242426
serve: 0.0017553602
cool: 0.0025975562
integrate: 0.0035816026
books: 0.0064428728
patterns: 0.0016626021
animation: 0.0071632052
kidscom: 0.0120965717
catalog: 0.0008985971
offers: 0.0238805972
answer: 0.0085454555
international: 0.0017971941
parent: 0.0019085875
available: 0.0020864776
meet: 0.0014242426
crayola: 0.0201609544
homepage: 0.0050715520
project: 0.0062172697
projects: 0.0053915819
magic: 0.0050715520
30: 0.0008985971
discuss: 0.0019418359
strips: 0.0035816026
adventures: 0.0053504230
letters: 0.0023578859
uncle: 0.0027630723
andor: 0.0022664387
computer: 0.0031086348
harm: 0.0026752115
simple: 0.0017553602
11: 0.0010432388
personal: 0.0008985971
life: 0.0017971941
alices: 0.0080643818
experiments: 0.0026752115
american: 0.0007121213
written: 0.0007121213
originates: 0.0035816026
current: 0.0008985971
entries: 0.0029850747
joining: 0.0024674814
hard: 0.0018735410
accepts: 0.0029850747
site: 0.0056969705
safe: 0.0021119006
adoption: 0.0024071401
dolls: 0.0033174874
web: 0.0128857456
rates: 0.0017553602
join: 0.0019085875
suggested: 0.0039469232
learning: 0.0037470821
material: 0.0013478955
fire: 0.0019418359
edible: 0.0035816026
math: 0.0027630723
fights: 0.0035816026
register: 0.0023045794
labor: 0.0014925373
lucky: 0.0080643818
including: 0.0004492985
juggling: 0.0080643818
string: 0.0031297165
laid: 0.0027630723
kindergarten: 0.0028642956
newspapers: 0.0021363639
aunt: 0.0035816026
creations: 0.0066349749
world: 0.0014242426
lego: 0.0080643818
week: 0.0016107182
resources: 0.0025226807
twoweek: 0.0033174874
bob: 0.0028642956
instructions: 0.0024674814
sports: 0.0008985971
download: 0.0076073278
science: 0.0042727278
fate: 0.0024071401
describes: 0.0014242426
software: 0.0097091794
pcs: 0.0059701493
updated: 0.0007121213
nonprofit: 0.0014242426
welcome: 0.0021363639
ages: 0.0021119006
text: 0.0035107203
index: 0.0007121213
canada: 0.0017106389
learn: 0.0038836717
fun: 0.0110522890
kids: 0.0773660243
youth: 0.0021826837
japanese: 0.0020036160
posting: 0.0029850747
enables: 0.0023578859
input: 0.0025975562
joseph: 0.0021826837
counting: 0.0033174874
ftp: 0.0035816026
doing: 0.0017106389
scouts: 0.0071632052
educational: 0.0042727278
carlos: 0.0024674814
day: 0.0020864776
teaches: 0.0055261445
english: 0.0014925373
innovative: 0.0021826837
spirograph: 0.0080643818
internet: 0.0096643092
legal: 0.0011614198
named: 0.0020864776
birthday: 0.0062594330
remember: 0.0025357760
forum: 0.0016626021
model: 0.0014242426
mouse: 0.0035816026
rocky: 0.0033174874
set: 0.0010432388
texas: 0.0014925373
www: 0.0080256341
children: 0.0161747448
education: 0.0014242426
childrens: 0.0105595030
creativity: 0.0027630723
child: 0.0059701493
cats: 0.0033174874
geography: 0.0028642956
complete: 0.0014925373
servers: 0.0029850747
marcels: 0.0035816026
question: 0.0053915819
draws: 0.0024071401
types: 0.0013478955
drawn: 0.0023045794
sounds: 0.0025357760
sites: 0.0183649100
mail: 0.0018364911
houses: 0.0025975562
lessons: 0.0027630723
provides: 0.0220669769
game: 0.0044518262
variety: 0.0014242426
main: 0.0012613403
school: 0.0013478955
categorized: 0.0033174874
helping: 0.0020864776
color: 0.0018735410
registered: 0.0019418359
meeting: 0.0015543174
service: 0.0020864776
usage: 0.0021363639
potato: 0.0035816026
icons: 0.0035816026
serves: 0.0062594325
boy: 0.0049349628
searchable: 0.0035816026
forth: 0.0024674814
craft: 0.0110522890
diverse: 0.0025975562
reason: 0.0016107182
divisions: 0.0024674814
counselors: 0.0025975562
avoiding: 0.0025357760
people: 0.0007121213
guys: 0.0033174874
corporation: 0.0016626021
center: 0.0011614198
help: 0.0012613403
exhibits: 0.0077926684
typewriter: 0.0035816026
page: 0.0106818192
briefly: 0.0028642956
macintosh: 0.0029850747
consists: 0.0023045794
cradle: 0.0031297165
activities: 0.0034842594
choose: 0.0020324297
games: 0.0144428406
information: 0.0094352691
screen: 0.0024071401
programs: 0.0023228396
national: 0.0014242426
art: 0.0021363639
brochure: 0.0029850747
peters: 0.0033174874
welfare: 0.0020324297
questions: 0.0011614198
health: 0.0011614198
monthly: 0.0021826837
create: 0.0029850747
collectors: 0.0071632052
symbols: 0.0026752115
adults: 0.0021826837
canadian: 0.0040648594
pledge: 0.0031297165
divided: 0.0023045794
alphabet: 0.0066349749
language: 0.0014925373
addresses: 0.0019734616
newspaper: 0.0019418359
mailing: 0.0080256341
creation: 0.0016107182
plans: 0.0012613403
home: 0.0078333346
series: 0.0015543174
fashion: 0.0026752115
experiences: 0.0017971941
america: 0.0040436862
link: 0.0036729821
pictures: 0.0082892161
click: 0.0008985971
space: 0.0014925373
protect: 0.0015543174
contact: 0.0011614198
version: 0.0019734616
crafts: 0.0029850747
chicken: 0.0071632052
short: 0.0013478955
sections: 0.0022259131
distance: 0.0025975562
allowing: 0.0019418359
fiction: 0.0025975562
mind: 0.0013478955
products: 0.0032214364
ideas: 0.0014242426
post: 0.0016626021
articles: 0.0016626021
handson: 0.0059701493
pages: 0.0081297187
links: 0.0305575710
superhighway: 0.0035816026
exploited: 0.0027630723
club: 0.0021826837
account: 0.0013478955
archive: 0.0033174874
emphasizes: 0.0028642956
described: 0.0016626021
shop: 0.0022259131
reading: 0.0019418359
users: 0.0019734616
reveal: 0.0025975562
hulls: 0.0033174874
connected: 0.0022664387
netscape: 0.0028642956
contains: 0.0116510149
fortune: 0.0033174874
password: 0.0033174874
related: 0.0037840209
directions: 0.0024674814
skull: 0.0035816026
lewis: 0.0019418359
schools: 0.0018364911
poems: 0.0051951124
family: 0.0012613403
head: 0.0031086348
drew: 0.0025357760
parenting: 0.0066349749
challenges: 0.0023045794
reviews: 0.0014925373
problemsolving: 0.0035816026
global: 0.0016626021
literature: 0.0008985971
class: 0.0014925373
shareware: 0.0035816026
unwanted: 0.0033174874
requires: 0.0017553602
picture: 0.0021826837
knows: 0.0024674814
stories: 0.0058255075
window: 0.0031297165
nonfiction: 0.0033174874
program: 0.0008985971
food: 0.0014925373
trivia: 0.0071632052
images: 0.0018364911
word: 0.0040072319
origami: 0.0080643818
prepared: 0.0020036160
parents: 0.0077673434
voice: 0.0017106389
illustrated: 0.0025357760
movies: 0.0028642956
purpose: 0.0013478955
includes: 0.0080873733
add: 0.0020036160
investment: 0.0016107182
network: 0.0048321546
considered: 0.0014242426
online: 0.0216138251
magazine: 0.0020864776
playing: 0.0025975562
japan: 0.0016626021
details: 0.0018364911
interactive: 0.0072214203
designs: 0.0031297165
full: 0.0025226807
allows: 0.0020324297
read: 0.0018735410
various: 0.0008985971
psychic: 0.0066349749
lists: 0.0165784322
locally: 0.0026752115
play: 0.0070214407
list: 0.0077715870
offer: 0.0016626021
families: 0.0020864776
teach: 0.0024674814
rules: 0.0016107182
section: 0.0018735410
print: 0.0021119006
8ball: 0.0120965717
troops: 0.0019085875
versions: 0.0077926684
fortunes: 0.0035816026
safety: 0.0080535905
bears: 0.0033174874
book: 0.0014242426
coloring: 0.0107448073
interactively: 0.0035816026
special: 0.0011614198
teddy: 0.0035816026
