Token: Weight
----------------
president: 0.0015796017
szinte: 0.0003244744
toke: 0.0004548063
holding: 0.0003244744
szent: 0.0003122175
nemzeteket: 0.0006088997
szot: 0.0003406300
chance: 0.0003547171
megismetelt: 0.0006088997
autonomy: 0.0008017171
deputy: 0.0003122175
jutnak: 0.0005074854
movement: 0.0005923506
elozo: 0.0003301269
hetilapokbol: 0.0003055367
role: 0.0001527683
mega: 0.0004548063
ugyeben: 0.0003631981
londoni: 0.0008832086
illetve: 0.0006110733
nsza: 0.0004311012
explosions: 0.0006088997
marmar: 0.0005639981
told: 0.0008479650
holnapi: 0.0006088997
15344: 0.0005639981
regard: 0.0002826550
meet: 0.0007263962
partban: 0.0005074854
armies: 0.0013710062
european: 0.0013749150
maga: 0.0003301269
authorities: 0.0003055367
miniszterium: 0.0008184643
tervezik: 0.0005639981
koru: 0.0005320756
fel: 0.0002738344
annak: 0.0007927374
dijat: 0.0005074854
ministers: 0.0003853118
melynek: 0.0003631981
valodi: 0.0003853118
leggazdagabb: 0.0006088997
tudnak: 0.0003455285
1435: 0.0005639981
esti: 0.0003355035
nem: 0.0087201111
warned: 0.0003917960
biggest: 0.0003853118
ugyvezeto: 0.0003590392
nszv: 0.0009734232
kulonbsegek: 0.0005639981
vagyunk: 0.0003301269
ezzel: 0.0002826550
explosives: 0.0006088997
times: 0.0001773585
guard: 0.0004869521
pdar: 0.0013710062
hagyomanya: 0.0006088997
chubais: 0.0045480630
demanded: 0.0004092322
tozsde: 0.0005639981
utjan: 0.0004869521
visszaa: 0.0006088997
markets: 0.0014188683
januar: 0.0004548063
wartime: 0.0005320756
vagy: 0.0018497206
prospects: 0.0003055367
join: 0.0009734232
holocaust: 0.0004194906
palyazaton: 0.0005639981
journalists: 0.0019468464
including: 0.0000763842
days: 0.0002421321
termek: 0.0004416043
alkalmas: 0.0004092322
invaded: 0.0006088997
magyar: 0.0052849157
suspend: 0.0005320756
jelzeseket: 0.0006088997
unions: 0.0007835921
drop: 0.0008017171
lead: 0.0002908216
capital: 0.0002421321
policies: 0.0002144375
fdsz: 0.0013710062
hitler: 0.0012025756
personnel: 0.0005653100
strengthening: 0.0004869521
basic: 0.0002537427
nagyobb: 0.0003122175
ellenzi: 0.0004416043
valoszinubb: 0.0006088997
jar: 0.0003590392
technological: 0.0003590392
dniester: 0.0006088997
tarsulasi: 0.0006088997
itartass: 0.0006602537
2105: 0.0013710062
elosegitesere: 0.0006088997
majd: 0.0002642458
partnership: 0.0003917960
unrest: 0.0004697433
station: 0.0003301269
infoomricz: 0.0003710728
criticism: 0.0007094342
country: 0.0005923506
seminar: 0.0005320756
mondays: 0.0036533980
active: 0.0003631981
moratoriumot: 0.0006088997
agrarian: 0.0004697433
gabor: 0.0016223720
gazdasaga: 0.0004869521
cheli: 0.0013710062
occasion: 0.0005074854
gazdasagi: 0.0002826550
education: 0.0003631981
business: 0.0002421321
8900: 0.0006088997
mondtak: 0.0003784222
broek: 0.0041130185
szunt: 0.0005639981
population: 0.0002421321
elott: 0.0005653100
attributed: 0.0004008586
ulest: 0.0005320756
ulese: 0.0005074854
erdekeit: 0.0004008586
000: 0.0009096126
kerul: 0.0003122175
europai: 0.0003055367
main: 0.0002144375
expected: 0.0008724649
tart1: 0.0003710728
ukraine: 0.0010218899
helping: 0.0003547171
peace: 0.0005653100
szazalekosnal: 0.0006088997
fiveday: 0.0006088997
angolul: 0.0005320756
libel: 0.0005320756
koze: 0.0003406300
stefan: 0.0004416043
lower: 0.0005284916
szerinte: 0.0010065105
vegzett: 0.0004311012
valoszinuleg: 0.0003590392
katolikus: 0.0003631981
nehez: 0.0003631981
ervenyes: 0.0004416043
kozt: 0.0003185162
help: 0.0004288749
szakmai: 0.0007706237
social: 0.0004583050
gepek: 0.0005639981
1996ra: 0.0005639981
border: 0.0003784222
purge: 0.0005639981
ukrainian: 0.0011559355
reported: 0.0058111697
ebbol: 0.0003301269
support: 0.0001527683
teruleti: 0.0004311012
health: 0.0001974502
gellert: 0.0005639981
publications: 0.0002537427
session: 0.0014361567
idejen: 0.0003355035
olvaso: 0.0003122175
scene: 0.0003406300
western: 0.0008577498
belso: 0.0003917960
vehicle: 0.0003122175
briefs: 0.0006088997
faction: 0.0009739042
concentrating: 0.0005074854
viszont: 0.0002826550
build: 0.0003631981
space: 0.0002537427
decision: 0.0002291525
mountains: 0.0004548063
brusszelben: 0.0005320756
egyertelmu: 0.0009394866
tortentek: 0.0005320756
protests: 0.0004416043
september: 0.0005476687
aimed: 0.0003455285
held: 0.0006874575
nepet: 0.0004194906
officials: 0.0008215031
tanacs: 0.0003917960
fogadta: 0.0004311012
nepes: 0.0006088997
boven: 0.0005320756
reserves: 0.0010149708
ezer: 0.0006110733
iskolak: 0.0004548063
hangsulyozta: 0.0003455285
unclear: 0.0003853118
andras: 0.0003355035
fogalmaztak: 0.0005639981
strengthen: 0.0004548063
telephone: 0.0002984246
diakszervezet: 0.0006088997
kezdodo: 0.0005074854
arrol: 0.0008724649
reexamination: 0.0006088997
monday: 0.0023487166
alapulo: 0.0004548063
correspondent: 0.0004311012
slovakia: 0.0021542350
chemicals: 0.0009739042
bizottsag: 0.0014361567
nincs: 0.0010569831
kormanyfo: 0.0003355035
january: 0.0002738344
fkgpben: 0.0006088997
minthogy: 0.0004697433
bukasakor: 0.0006088997
seriously: 0.0004092322
505: 0.0004869521
hatasat: 0.0005639981
joint: 0.0002738344
lepett: 0.0004194906
adokoteles: 0.0006088997
opposition: 0.0005284916
tortenik: 0.0004092322
hazban: 0.0005074854
mert: 0.0013212289
wednesdays: 0.0006088997
andreuters: 0.0006088997
economist: 0.0005639981
tegnap: 0.0015925812
arrangement: 0.0004194906
hiannyal: 0.0006088997
trunk: 0.0006088997
tagjait: 0.0004869521
dissatisfied: 0.0010641513
jogi: 0.0003631981
penny: 0.0007180783
umban: 0.0004697433
acting: 0.0003784222
polish: 0.0015671841
osszes: 0.0003853118
chairman: 0.0002908216
valo: 0.0011306200
teodor: 0.0010641513
megfelelo: 0.0006602537
entourage: 0.0006088997
boris: 0.0003406300
security: 0.0003949004
maris: 0.0011352665
interwar: 0.0006088997
rate: 0.0004842642
jogai: 0.0006088997
tobbseggel: 0.0005074854
stephen: 0.0004869521
pszichiatriai: 0.0018266990
valt: 0.0003590392
major: 0.0003055367
fejezte: 0.0004697433
ertelmezi: 0.0006088997
tudas: 0.0006088997
vesztett: 0.0004869521
hagyjak: 0.0006088997
megalazo: 0.0004869521
szabadkomuvesek: 0.0022559925
tbalapok: 0.0006088997
offer: 0.0008479650
bosnian: 0.0007568444
daily: 0.0013212289
marka: 0.0005639981
modon: 0.0003055367
rid: 0.0005639981
ezt: 0.0016430061
kisebbsegi: 0.0003784222
alkotmany: 0.0003631981
delegates: 0.0004869521
lehetseges: 0.0003590392
appear: 0.0003301269
stabilitast: 0.0005320756
percre: 0.0006088997
conducted: 0.0003244744
elsopro: 0.0006088997
fenntartani: 0.0005639981
romania: 0.0043710442
teachers: 0.0003547171
kezdeti: 0.0005639981
practices: 0.0002537427
jones: 0.0015610872
declined: 0.0005320756
utankozolhetonek: 0.0003547171
gyulai: 0.0005639981
vonatkozo: 0.0007180783
chaos: 0.0004869521
javitasa: 0.0004697433
selling: 0.0003355035
kerunk: 0.0011279962
torvenytervezetet: 0.0005320756
majus: 0.0003917960
allami: 0.0008952738
indicated: 0.0004416043
warren: 0.0004416043
structures: 0.0002984246
pataki: 0.0006088997
kosane: 0.0010149708
alatt: 0.0010953374
favor: 0.0003355035
kerdezett: 0.0006088997
ahitott: 0.0005639981
press: 0.0005923506
eve: 0.0006244349
elhangzott: 0.0003853118
minimum: 0.0006110733
amugy: 0.0004194906
whats: 0.0004092322
ukran: 0.0004416043
targyalasat: 0.0006088997
iron: 0.0005074854
megint: 0.0003853118
evi: 0.0003244744
exposed: 0.0004869521
helyi: 0.0007421457
perry: 0.0004869521
strike: 0.0003590392
life: 0.0001527683
moscow: 0.0009366523
reuter: 0.0005074854
atvenni: 0.0006088997
internacionalista: 0.0005320756
buyers: 0.0005320756
legujabb: 0.0003631981
megszavazzak: 0.0005639981
307779: 0.0012177994
szerzoi: 0.0006088997
rates: 0.0002984246
jail: 0.0007421457
hungarys: 0.0008389812
hirszolgalata: 0.0004092322
kuratoriumi: 0.0005639981
jelcin: 0.0003853118
bolsevikok: 0.0012177994
zsofia: 0.0007706237
grants: 0.0003917960
world: 0.0001210660
on16: 0.0006088997
karara: 0.0005074854
withdrawn: 0.0005320756
fegyvert: 0.0004869521
foiskolakrol: 0.0006088997
loses: 0.0004697433
vegzettseguek: 0.0006088997
hitlert: 0.0005639981
osszeeskuves: 0.0011279962
cars: 0.0004008586
ilona: 0.0005074854
aremeles: 0.0005074854
nonprofit: 0.0002421321
marshal: 0.0006088997
christopher: 0.0003917960
ion: 0.0007706237
declaration: 0.0003590392
countrys: 0.0013625199
pools: 0.0006088997
nsz: 0.0012978977
shares: 0.0081846425
argued: 0.0003917960
vezetoi: 0.0003710728
ailing: 0.0013710062
attempt: 0.0004842642
osszhangban: 0.0005074854
letszamleepites: 0.0006088997
powers: 0.0003122175
kerdest: 0.0004008586
walking: 0.0008622025
currencies: 0.0005320756
elkeszult: 0.0005639981
communist: 0.0002642458
helyzet: 0.0006812600
era: 0.0002984246
demilitarized: 0.0013710062
regions: 0.0002984246
swimming: 0.0005074854
irodajaban: 0.0005639981
muve: 0.0006088997
kerult: 0.0003122175
performance: 0.0005284916
varhato: 0.0003710728
tudja: 0.0006110733
utobbi: 0.0003355035
agrees: 0.0004194906
question: 0.0002291525
dolgozot: 0.0005639981
lending: 0.0005320756
valhat: 0.0004548063
evangelikus: 0.0006088997
counter: 0.0004311012
apropojan: 0.0006088997
disbanded: 0.0005639981
egyuttmukodesenek: 0.0005639981
appointment: 0.0026496258
liptak: 0.0005639981
2490: 0.0012177994
egis: 0.0013710062
democratic: 0.0005074854
subversive: 0.0005320756
dolgozok: 0.0013644189
ert: 0.0003301269
eroteljes: 0.0005639981
szemelyeket: 0.0005320756
giant: 0.0009394866
teljesiti: 0.0004869521
emelt: 0.0004697433
milliard: 0.0006110733
forints: 0.0126830693
leaves: 0.0003784222
zhelyu: 0.0005639981
mukodeskeptelenne: 0.0006088997
egetoen: 0.0006088997
borsodchem: 0.0013710062
camp: 0.0014527926
miatt: 0.0013691718
stock: 0.0010065105
celja: 0.0004008586
reform: 0.0007263962
industry: 0.0001974502
bilateral: 0.0010149708
exchange: 0.0005476687
ele: 0.0003455285
valerii: 0.0006088997
kidolgozott: 0.0006088997
penzt: 0.0003406300
kormanyzati: 0.0007180783
aranyban: 0.0009739042
korszerusitesenek: 0.0006088997
elo: 0.0002984246
premiers: 0.0005639981
moscows: 0.0005320756
elsosorban: 0.0006812600
egyre: 0.0003055367
displayed: 0.0004416043
cant: 0.0004869521
start: 0.0001210660
teljesen: 0.0006602537
kerem: 0.0005074854
zart: 0.0004697433
outside: 0.0002826550
thepossibility: 0.0006088997
konyv: 0.0005320756
line: 0.0002421321
fascist: 0.0005639981
lebed: 0.0007421457
mind: 0.0009166100
kormany: 0.0014132749
tuesday: 0.0030449124
launched: 0.0004092322
embertelen: 0.0006088997
tolvajok: 0.0006088997
miutan: 0.0004194906
valtozatlanul: 0.0005320756
mint: 0.0021139663
legislation: 0.0002738344
felallitasarol: 0.0005320756
confidence: 0.0003710728
melyre: 0.0005320756
iranyulo: 0.0004416043
siker: 0.0010641513
ahogy: 0.0006370325
1997es: 0.0005320756
eselyt: 0.0005320756
szocialis: 0.0003355035
broker: 0.0020299417
apolt: 0.0005639981
zsido: 0.0024186997
sharon: 0.0010641512
legtobbszor: 0.0005639981
helyett: 0.0002984246
nepjoleti: 0.0011352665
ugyanakkor: 0.0003122175
posts: 0.0004416043
talalhatok: 0.0005320756
jaroslav: 0.0006088997
concerns: 0.0003301269
hallgatoi: 0.0005320756
mass: 0.0001210660
police: 0.0002984246
parties: 0.0005074854
soha: 0.0006602537
head: 0.0002642458
robert: 0.0007612281
chief: 0.0010569831
egy: 0.0026424578
romanias: 0.0012584719
problemak: 0.0004869521
ennek: 0.0005476687
fogalmuk: 0.0005639981
borisz: 0.0005074854
alkalmabol: 0.0004697433
romanian: 0.0038531183
expenditures: 0.0006812600
agencies: 0.0007612281
permission: 0.0002826550
sorolja: 0.0005639981
vgvilaggazdasag: 0.0004008586
mutatjak: 0.0004008586
policy: 0.0001773585
assassination: 0.0004548063
town: 0.0003355035
known: 0.0002291525
media: 0.0008474623
keszul: 0.0003917960
jovo: 0.0013205075
decide: 0.0003547171
call: 0.0006874575
amelyet: 0.0003185162
megszavazta: 0.0006088997
increased: 0.0005816433
issue: 0.0001773585
currently: 0.0002537427
outlining: 0.0005639981
laszlo: 0.0009166100
jova: 0.0005074854
details: 0.0006244349
full: 0.0004288749
leader: 0.0007612281
helyzete: 0.0004194906
august: 0.0005284916
eiu: 0.0013710062
elfogadhatatlan: 0.0008832086
negotiated: 0.0006088997
tttttttnn: 0.0002738344
legionary: 0.0013710062
dumitru: 0.0005639981
kepviseloje: 0.0003710728
konzultativ: 0.0005639981
t>>: 0.0002738344
szep: 0.0003631981
bloc: 0.0004092322
tamogatasukat: 0.0005639981
amerikai: 0.0008952738
szakertelem: 0.0005639981
kovetkezmenye: 0.0004194906
special: 0.0001974502
bombing: 0.0004697433
average: 0.0003301269
tamadja: 0.0004697433
menedzserek: 0.0012177994
total: 0.0006874575
romanianak: 0.0004697433
rendszert: 0.0009096126
mladic: 0.0005320756
visit: 0.0014921229
cafolja: 0.0011279962
sikertelen: 0.0005639981
esett: 0.0003917960
barmi: 0.0005320756
hatalomatvetelt: 0.0006088997
mikent: 0.0003917960
located: 0.0003122175
accompanied: 0.0004092322
koalicios: 0.0009903806
partner: 0.0003455285
rendszere: 0.0005639981
kis: 0.0009366523
black: 0.0002421321
ejjel: 0.0005320756
8600: 0.0011279962
kicsit: 0.0004311012
informacioi: 0.0008622025
sztrajk: 0.0019478083
companies: 0.0002537427
prosecution: 0.0004311012
veer: 0.0006088997
feher: 0.0010641513
view: 0.0001974502
akik: 0.0016430061
magyarok: 0.0006244349
kozalkalmazottak: 0.0010149708
aradi: 0.0005320756
megegyezni: 0.0006088997
szabadsag: 0.0004311012
15233: 0.0006088997
korhazakban: 0.0005639981
tanulok: 0.0005639981
ocean: 0.0004008586
pursuing: 0.0004697433
korhazak: 0.0005639981
kitomott: 0.0006088997
oil: 0.0010953374
masik: 0.0003055367
partelnok: 0.0003710728
megkerdezni: 0.0005639981
examined: 0.0002984246
convincing: 0.0004869521
joining: 0.0004194906
414: 0.0005074854
esemenyek: 0.0005074854
12700: 0.0006088997
biztosa: 0.0018266990
hetfoi: 0.0004869521
demokratak: 0.0004416043
hungary: 0.0014921229
hetfon: 0.0003710728
firm: 0.0003122175
postponed: 0.0004194906
$40: 0.0005074854
dictatorship: 0.0008832086
arrested: 0.0003631981
180: 0.0003853118
egeszen: 0.0003917960
dissatisfaction: 0.0005639981
stands: 0.0004416043
negy: 0.0006370325
gyorgy: 0.0005968492
iranyelvek: 0.0016919943
egymassal: 0.0004416043
accords: 0.0005320756
tanacskozason: 0.0004548063
banks: 0.0007094342
modositasarol: 0.0005320756
erdekeben: 0.0003301269
115: 0.0003631981
morvantthis: 0.0005639981
close: 0.0013691718
tobbsege: 0.0007568444
poll: 0.0004697433
szinhazrol: 0.0006088997
celzo: 0.0008832086
opinion: 0.0006489488
ket: 0.0005653100
szovetsege: 0.0004194906
light: 0.0002291525
key: 0.0003547171
125: 0.0003590392
gen: 0.0007421457
claims: 0.0002908216
ismereteben: 0.0004869521
szekely: 0.0005074854
szinhaz: 0.0010641513
osszeallitasabol: 0.0005074854
egyik: 0.0002826550
ahonnan: 0.0005074854
megbukott: 0.0005074854
okori: 0.0006088997
120: 0.0003631981
kommunizmus: 0.0004092322
wall: 0.0015671841
akinek: 0.0003547171
saying: 0.0027250398
vice: 0.0007094342
set: 0.0001773585
gdp: 0.0007706237
