Token: Weight
----------------
14fn: 0.0019235919
reliable: 0.0011315339
analyzing: 0.0010860120
memoirs: 0.0015909787
$=price: 0.0004567982
freedom: 0.0027407890
$4475: 0.0037122839
94yr: 0.0007240080
profession: 0.0009871244
college: 0.0018271927
advances: 0.0012236600
party: 0.0012823945
socialization: 0.0015174507
13fn: 0.0006411973
13s: 0.0007587253
religion: 0.0009135964
story: 0.0007901310
politics: 0.0060698027
time: 0.0010860120
free: 0.0021213051
compared: 0.0007587253
93yr: 0.0014480159
materials: 0.0008188021
telecommunication: 0.0036413865
created: 0.0006411973
fred: 0.0015174507
search: 0.0008451770
event: 0.0010032012
psychology: 0.0004567982
movement: 0.0011808062
chemical: 0.0010860120
laws: 0.0006851972
contribution: 0.0010185301
role: 0.0036543855
92yr: 0.0015174507
systematic: 0.0012543342
government: 0.0010860120
fn=footnotes: 0.0004567982
satellites: 0.0012236600
generation: 0.0010735762
black: 0.0003620040
favorable: 0.0013204572
undue: 0.0018206933
mcluhan: 0.0040994962
stressing: 0.0010032012
shown: 0.0009335728
effects: 0.0023616124
papers: 0.0004567982
14s: 0.0007587253
evolution: 0.0008188021
persuade: 0.0014560532
medias: 0.0067457254
quality: 0.0007901310
contingency: 0.0018206933
view: 0.0005904031
bakke: 0.0015909787
10fn: 0.0011808062
assessing: 0.0013599329
idea: 0.0018271927
communications: 0.0018100200
affirmative: 0.0013204572
behavior: 0.0015802620
john: 0.0014480159
examines: 0.0073087709
handling: 0.0023430472
seeking: 0.0009135964
times: 0.0010606525
guidelines: 0.0009871244
debate: 0.0009871244
24fn: 0.0017846605
affecting: 0.0009871244
17fn: 0.0006851972
trial: 0.0009135964
look: 0.0005904031
hungary: 0.0008923303
violence: 0.0008923303
censorship: 0.0085656205
ones: 0.0008923303
unify: 0.0018206933
21pgs: 0.0008695964
standards: 0.0007587253
history: 0.0018100200
independent: 0.0006851972
including: 0.0002283991
copy1996: 0.0004567982
public: 0.0050680558
notes: 0.0019235919
comments: 0.0003620040
libraries: 0.0015909787
expression: 0.0009702228
amendment: 0.0018671456
methods: 0.0005904031
tool: 0.0009135964
architecture: 0.0004567982
consumer: 0.0008451770
distortion: 0.0016864314
affairs: 0.0008451770
updated: 0.0003620040
description: 0.0004567982
priority: 0.0011095585
broadcasting: 0.0036709802
future: 0.0010606525
technological: 0.0010735762
occurrences: 0.0015174507
tony: 0.0015174507
invasion: 0.0021213051
opinion: 0.0087320050
light: 0.0013703945
climate: 0.0008695964
processes: 0.0009135964
10s: 0.0029520155
editing: 0.0016864314
establishment: 0.0010185301
notable: 0.0015909787
criticism: 0.0010606525
forces: 0.0007587253
sale: 0.0010860120
coaxial: 0.0018206933
speech: 0.0008923303
involved: 0.0012823945
particularly: 0.0012823945
factors: 0.0006851972
contemporary: 0.0015174507
delivering: 0.0014045966
murders: 0.0013599329
economics: 0.0004567982
example: 0.0006411973
opinions: 0.0021471523
fast: 0.0011715236
ideological: 0.0011521350
11s: 0.0005904031
sex: 0.0020663547
23fn: 0.0008923303
sociology: 0.0004567982
legitimate: 0.0011986218
rap: 0.0016864314
purchase: 0.0010606525
analysis: 0.0018100200
education: 0.0003620040
business: 0.0007240080
schwartz: 0.0015174507
enhance: 0.0013204572
sensationalism: 0.0018206933
controversy: 0.0030995323
$7160: 0.0031819576
especially: 0.0011808062
law: 0.0004567982
music: 0.0013703946
20pgs: 0.0020555919
12s: 0.0032059865
televised: 0.0015909787
audio: 0.0014560532
society: 0.0010606525
communication: 0.0050710626
touches: 0.0016864314
