Token: Weight
----------------
$=price: 0.0012286939
discussion: 0.0014264694
$4475: 0.0014264694
bright: 0.0037780781
94yr: 0.0077897348
treatment: 0.0015880638
7pgs: 0.0028529388
industrialists: 0.0048972932
countries: 0.0034493795
13fn: 0.0034493795
13s: 0.0020408162
occurs: 0.0033739030
agreementsprevention: 0.0048972932
religion: 0.0012286939
politics: 0.0081632650
compared: 0.0020408162
1973: 0.0032240478
pgs=pages: 0.0012286939
packaging: 0.0037780781
located: 0.0025111202
movement: 0.0015880638
psychology: 0.0012286939
chemical: 0.0029211505
comprehensive: 0.0021252912
laws: 0.0036860814
governmental: 0.0026551632
92yr: 0.0020408162
role: 0.0024573877
slow: 0.0031511593
government: 0.0019474337
polluted: 0.0045361561
fn=footnotes: 0.0012286939
black: 0.0009737168
responsibility: 0.0017246897
politicians: 0.0030435952
estuary: 0.0048972932
catalog: 0.0012286939
california: 0.0018430407
contemporay: 0.0048972932
international: 0.0024573877
convention: 0.0060871905
effects: 0.0015880638
papers: 0.0012286939
copyright: 0.0006143469
observes: 0.0028529388
conditions: 0.0036860814
$9845: 0.0031761276
system: 0.0009737168
london: 0.0030435952
dumping: 0.0042794081
favor: 0.0026984066
air: 0.0045467075
10fn: 0.0015880638
communications: 0.0009737168
examines: 0.0036860819
vs: 0.0038948674
authority: 0.0020408162
18fn: 0.0019474337
critical: 0.0012286939
surrounding: 0.0024001861
30pgs: 0.0026984066
1992: 0.0021252912
intervention: 0.0026551632
written: 0.0009737168
agreements: 0.0026551632
current: 0.0012286939
noting: 0.0019474337
crisis: 0.0038948674
commentsa1termpapercom: 0.0012286939
83yr: 0.0015880638
80yr: 0.0014264694
90yr: 0.0014264694
initiative: 0.0030435952
20s: 0.0025617806
inadequacies: 0.0045361561
organizations: 0.0019474337
tennessee: 0.0022733537
88yr: 0.0015880638
$8950: 0.0014264694
fire: 0.0053103263
21pgs: 0.0023390367
relationship: 0.0014264694
history: 0.0009737168
including: 0.0006143469
yr=year: 0.0012286939
copy1996: 0.0012286939
wealthy: 0.0045361561
south: 0.0014264694
grants: 0.0031511593
public: 0.0038948674
comments: 0.0009737168
resources: 0.0017246897
wastewater: 0.0045361561
greenhouse: 0.0075561563
regulations: 0.0049147755
sports: 0.0012286939
architecture: 0.0012286939
recreation: 0.0012286939
policies: 0.0017246897
science: 0.0019474337
4fn: 0.0031761276
updated: 0.0009737168
future: 0.0014264694
description: 0.0012286939
122196: 0.0012286939
awarding: 0.0039164857
conference: 0.0044048210
aims: 0.0035517605
light: 0.0018430407
10s: 0.0031761276
control: 0.0073721637
index: 0.0009737168
economy: 0.0019474337
explains: 0.0028529388
thesis: 0.0012286939
$13425: 0.0017246897
efforts: 0.0018430407
contemporary: 0.0020408162
due: 0.0017246897
economics: 0.0024573877
11pgs: 0.0031761276
natural: 0.0019474337
5s: 0.0042794081
11s: 0.0031761276
argues: 0.0027790363
4pgs: 0.0015880638
sociology: 0.0012286939
land: 0.0022024105
dealing: 0.0019474337
correction: 0.0036579419
29fn: 0.0032240478
analysis: 0.0019474337
education: 0.0009737168
business: 0.0009737168
response: 0.0021252912
organization: 0.0014264694
federal: 0.0031761276
$7160: 0.0014264694
4s: 0.0014264694
implement: 0.0033739030
termpaper: 0.0012286939
15pgs: 0.0017246897
25fn: 0.0025111202
law: 0.0012286939
music: 0.0012286939
68fn: 0.0048972932
20pgs: 0.0036860814
society: 0.0014264694
12pgs: 0.0031761276
10pgs: 0.0014264694
sea: 0.0022024105
manipulation: 0.0071035209
urban: 0.0024573877
s=sources: 0.0012286939
effect: 0.0031761276
nuclear: 0.0023390367
relations: 0.0034493795
changing: 0.0040816325
proposals: 0.0032240478
historical: 0.0015880638
operations: 0.0020408162
fringe: 0.0039164857
flooding: 0.0085588163
waste: 0.0053968132
involvement: 0.0045467075
northsouth: 0.0042794081
newly: 0.0029211505
discusses: 0.0012286939
concern: 0.0063758735
rights: 0.0009737168
maintaining: 0.0028529388
exhibits: 0.0035517605
womens: 0.0012286939
proserving: 0.0048972932
button: 0.0012286939
prevention: 0.0089534577
report: 0.0009737168
essay: 0.0012286939
activities: 0.0015880638
industry: 0.0015880638
nations: 0.0072005591
depicts: 0.0030990078
nbsp: 0.0012286939
9s: 0.0063522551
programs: 0.0015880638
services: 0.0012286939
structure: 0.0017246897
monterey: 0.0042794081
$26850: 0.0026984066
ecological: 0.0035517605
national: 0.0048685842
art: 0.0009737168
missions: 0.0032913955
$10740: 0.0031761276
a1termpaper: 0.0012286939
atmosphere: 0.0029844856
5fn: 0.0015880638
regarding: 0.0036860814
$18795: 0.0023390367
attending: 0.0034672855
21fn: 0.0022024105
termpapers: 0.0012286939
25s: 0.0032913955
solid: 0.0071035209
start: 0.0009737168
county: 0.0022733537
$17900: 0.0036860814
7fn: 0.0015880638
experienced: 0.0012286939
12fn: 0.0015880638
environmentalists: 0.0042794081
asm: 0.0012286939
plant: 0.0026984066
examination: 0.0028529388
development: 0.0038948674
wastes: 0.0151123125
8s: 0.0031761276
subject: 0.0009737168
introductionlarge: 0.0048972932
click: 0.0024573877
techniques: 0.0019474337
valley: 0.0030990078
emphasizing: 0.0036579419
