Token: Weight
----------------
alliance: 0.0017391777
xanthe: 0.0084358091
threat: 0.0020312725
developed: 0.0022347600
incompatible: 0.0017351417
participants: 0.0026525683
time: 0.0007449200
free: 0.0010912881
references: 0.0013585968
materials: 0.0016849042
decisionmakers: 0.0037465631
promoting: 0.0012332425
refer: 0.0012590038
declared: 0.0011854129
solely: 0.0014981093
government: 0.0003724600
video: 0.0011854129
i=: 0.0063268566
explosions: 0.0056198444
200: 0.0008695889
campaigning: 0.0057806661
convention: 0.0058210841
psychological: 0.0008424521
neutral: 0.0018732816
meet: 0.0007449200
project: 0.0032518115
734: 0.0016369320
162: 0.0013585968
requested: 0.0012332425
illegally: 0.0014981093
european: 0.0014099765
authorities: 0.0009399844
discuss: 0.0050781812
340: 0.0015612802
staffed: 0.0017351417
retain: 0.0013992129
lines: 0.0008695889
review: 0.0005456440
1819: 0.0017351417
consisting: 0.0014451665
computer: 0.0008129529
assessing: 0.0013992129
idea: 0.0018799688
8439: 0.0018732816
knowledge: 0.0008129529
ed: 0.0012590038
=20: 0.0105447611
concerned: 0.0008695889
times: 0.0005456440
grew: 0.0013992129
1440: 0.0016369320
weu: 0.0084358091
france: 0.0044735679
favour: 0.0017351417
arises: 0.0016369320
termed: 0.0028903331
look: 0.0006074561
lawrence: 0.0011854129
experts: 0.0011045850
formally: 0.0027984257
ngos: 0.0056198444
frederik: 0.0017351417
prevents: 0.0015612802
geneva: 0.0027984257
ottawa: 0.0017351417
web: 0.0008424521
join: 0.0029947390
negotiations: 0.0036160843
journalists: 0.0009982464
solving: 0.0025811282
register: 0.0012053614
strongest: 0.0014981093
including: 0.0002349961
contacting: 0.0014981093
introduced: 0.0011173800
testing: 0.0021260388
420: 0.0014981093
coincide: 0.0015612802
zone: 0.0011854129
er: 0.0011642168
britain: 0.0010321774
2000: 0.0058794962
behalf: 0.0011416066
methods: 0.0006074561
body: 0.0015612802
physical: 0.0007049883
subcritical: 0.0042179045
ca: 0.0022091700
basis: 0.0007449200
+4930693: 0.0063268566
banning: 0.0018732816
communicating: 0.0014981093
tool: 0.0009399844
dialogue: 0.0013992129
kate: 0.0016369320
jackie: 0.0063268566
completion: 0.0026525683
close: 0.0008424521
march: 0.0015612802
medical: 0.0007049883
deal: 0.0007806401
updated: 0.0007449200
future: 0.0016369320
civilian: 0.0029962186
invasion: 0.0010912881
holloway: 0.0018732816
opinion: 0.0009982464
aims: 0.0040757908
dc: 0.0010321774
300: 0.0018799688
fax: 0.0130072460
123: 0.0013262841
german: 0.0017391777
839: 0.0018732816
preferred: 0.0013992129
interim: 0.0032738640
sign: 0.0009799161
destroying: 0.0017351417
decided: 0.0020312725
executive: 0.0008424521
nonviolence: 0.0017351417
involved: 0.0019791522
