Token: Weight
----------------
$=price: 0.0016911798
$4475: 0.0019633989
treatment: 0.0065574544
7pgs: 0.0039267978
particular: 0.0025367697
cope: 0.0050348081
13fn: 0.0023738709
religion: 0.0016911798
pgs=pages: 0.0016911798
nature: 0.0021858183
differential: 0.0117803933
psychology: 0.0016911798
laws: 0.0101470789
role: 0.0033823596
3pgs: 0.0029252605
procedural: 0.0052001639
fn=footnotes: 0.0016911798
black: 0.0013402282
responsibility: 0.0023738709
rehab: 0.0058901967
defenses: 0.0090605840
roots: 0.0033823596
catalog: 0.0016911798
prevalence: 0.0052001639
regard: 0.0031290543
papers: 0.0016911798
copyright: 0.0008455899
discussing: 0.0040206849
0s: 0.0058901967
14s: 0.0028089888
prosecution: 0.0047723874
observes: 0.0019633989
system: 0.0053609130
leading: 0.0021858183
brooklyn: 0.0062435861
classifications: 0.0058901967
offered: 0.0033823596
communications: 0.0013402282
behavior: 0.0029252605
examines: 0.0067647193
reasons: 0.0029252605
handling: 0.0043372698
18fn: 0.0026804565
critical: 0.0016911798
surrounding: 0.0033036273
inquiry: 0.0041892184
30pgs: 0.0037140991
written: 0.0013402282
commentsa1termpapercom: 0.0016911798
juvenile: 0.1196037754
17fn: 0.0025367697
minors: 0.0215626750
classes: 0.0037708504
$8950: 0.0058901967
$11635: 0.0023738709
history: 0.0013402282
overview: 0.0023738709
yr=year: 0.0016911798
16s: 0.0060628159
copy1996: 0.0016911798
notes: 0.0023738709
comments: 0.0013402282
basis: 0.0053609130
sports: 0.0016911798
architecture: 0.0016911798
recreation: 0.0016911798
science: 0.0040206849
4fn: 0.0021858183
41s: 0.0067406567
personnel: 0.0031290543
32fn: 0.0037708504
updated: 0.0013402282
description: 0.0016911798
122196: 0.0016911798
conference: 0.0030314079
6s: 0.0039267978
index: 0.0013402282
association: 0.0050735394
establishment: 0.0037708504
explanation: 0.0033823596
relation: 0.0026804565
explains: 0.0039267978
criminology: 0.0058901967
thesis: 0.0016911798
38fn: 0.0048886593
13pgs: 0.0023738709
factors: 0.0025367697
economics: 0.0016911798
guidance: 0.0043372698
justice: 0.0140449442
valid: 0.0039746445
sociology: 0.0016911798
education: 0.0013402282
analysis: 0.0013402282
accused: 0.0034563174
business: 0.0013402282
teenage: 0.0067406567
narcotic: 0.0134813134
cited: 0.0046438556
termpaper: 0.0016911798
disposition: 0.0058901967
profile: 0.0040206849
facilities: 0.0033823596
law: 0.0042279498
music: 0.0016911798
advantages: 0.0033036273
2s: 0.0025367697
12pgs: 0.0021858183
10pgs: 0.0058901967
urban: 0.0016911798
entire: 0.0033823596
s=sources: 0.0016911798
emotional: 0.0033036273
historical: 0.0021858183
specifically: 0.0029252605
discusses: 0.0016911798
rights: 0.0013402282
court: 0.0118693542
ultimate: 0.0037140991
delinquent: 0.0124871721
womens: 0.0016911798
reform: 0.0026804565
button: 0.0016911798
social: 0.0016911798
criminal: 0.0093871625
report: 0.0013402282
essay: 0.0016911798
nbsp: 0.0016911798
frustration: 0.0048886593
cures: 0.0048886593
9s: 0.0043716365
$26850: 0.0037140991
form: 0.0019633989
9fn: 0.0021858183
$10740: 0.0021858183
art: 0.0013402282
a1termpaper: 0.0016911798
16fn: 0.0025367697
$2685: 0.0029252605
regarding: 0.0025367697
sutherlands: 0.0067406567
termpapers: 0.0016911798
committee: 0.0028089888
start: 0.0013402282
offender: 0.0050348081
decisions: 0.0031290543
experienced: 0.0016911798
adults: 0.0082157198
asm: 0.0016911798
development: 0.0013402282
courts: 0.0135294385
subject: 0.0013402282
click: 0.0033823596
occurred: 0.0033823596
title: 0.0026804565
$6265: 0.0039267978
inequitable: 0.0062435861
86yr: 0.0033823596
1800termpaper: 0.0016911798
79yr: 0.0058901967
7s: 0.0039267978
theme: 0.0016911798
gangs: 0.0062435861
legislation: 0.0030314079
3fn: 0.0023738709
reserved: 0.0013402282
recommending: 0.0056179776
broken: 0.0044375942
symptoms: 0.0052001639
6pgs: 0.0039267978
0fn: 0.0058901967
force: 0.0028089888
nj: 0.0045302920
linguistics: 0.0016911798
5pgs: 0.0019633989
send: 0.0013402282
anthropology: 0.0016911798
recognition: 0.0037708504
jersey: 0.0056179776
study: 0.0026804565
studies: 0.0040206849
procedures: 0.0028089888
function: 0.0026804565
related: 0.0023738709
mass: 0.0013402282
looks: 0.0021858183
contributing: 0.0040206849
results: 0.0021858183
age: 0.0026804565
crimes: 0.0099108815
medicine: 0.0016911798
shakespeare: 0.0016911798
protection: 0.0025367697
81yr: 0.0058901967
$14320: 0.0025367697
juveniles: 0.0134813134
philosophy: 0.0016911798
literature: 0.0033823596
20fn: 0.0028089888
offenders: 0.0161720067
offering: 0.0036545787
philosophies: 0.0075417007
82yr: 0.0043716365
notorious: 0.0062435861
delinquency: 0.0337032825
$5370: 0.0039267978
proceedings: 0.0043372698
58fn: 0.0067406567
media: 0.0013402282
causes: 0.0029252605
9pgs: 0.0019633989
$8055: 0.0019633989
specific: 0.0013402282
paper: 0.0067011416
1954: 0.0058901967
theory: 0.0076103089
16pgs: 0.0025367697
judicial: 0.0038250783
upper: 0.0037140991
inability: 0.0039746445
implications: 0.0029252605
treated: 0.0095447749
ecology: 0.0016911798
york: 0.0016911798
major: 0.0033823596
healthcare: 0.0016911798
drug: 0.0132145090
film: 0.0016911798
dealt: 0.0044375942
application: 0.0021858183
paraphernalia: 0.0067406567
political: 0.0013402282
killers: 0.0058901967
78yr: 0.0098169949
intent: 0.0044375942
deals: 0.0028089888
term: 0.0026804565
book: 0.0013402282
changes: 0.0021858183
