Token: Weight
----------------
president: 0.0017983620
advocacy: 0.0006893282
developed: 0.0004410642
religion: 0.0004174208
autonomy: 0.0003650990
prochoice: 0.0011091628
movement: 0.0026975430
role: 0.0026436655
fn=footnotes: 0.0001391403
distinction: 0.0003307982
asset: 0.0004278388
meet: 0.0002205321
evolution: 0.0004988126
authorities: 0.0002782806
payments: 0.0002955289
components: 0.0003006771
elites: 0.0005545814
moral: 0.0002901023
justify: 0.0004435124
comparing: 0.0003568449
homosexuals: 0.0005136853
transform: 0.0004142343
guidelines: 0.0003006771
times: 0.0001615369
$33115: 0.0005136853
rhetoric: 0.0004622140
markets: 0.0003230737
illegal: 0.0012027086
airborne: 0.0004435124
labor: 0.0009244280
advocates: 0.0007641380
including: 0.0002782806
copy1996: 0.0001391403
50s: 0.0004435124
bullet: 0.0005136853
mandating: 0.0012487025
resources: 0.0005859242
reaganomics: 0.0004846106
change: 0.0001798362
regulations: 0.0005565612
tool: 0.0002782806
precedent: 0.0009692212
architecture: 0.0001391403
consumer: 0.0002574401
policies: 0.0033202374
expenses: 0.0006204866
assesses: 0.0007301981
march: 0.0004622140
personnel: 0.0010297605
medical: 0.0006261313
updated: 0.0001102661
basic: 0.0004622140
description: 0.0002782806
priority: 0.0003379704
indicating: 0.0007136899
country: 0.0003596724
particularly: 0.0001953081
involved: 0.0011718484
testimonies: 0.0005545814
speech: 0.0002718029
14pgs: 0.0004174208
elected: 0.0003446641
faa: 0.0012487025
constitutional: 0.0008154088
ideological: 0.0003509392
detente: 0.0004278388
23fn: 0.0005436059
texas: 0.0004622140
education: 0.0002205321
business: 0.0003307982
atomic: 0.0004278388
especially: 0.0005395086
helms: 0.0003379704
immigration: 0.0018636283
fda: 0.0020547414
trained: 0.0003926439
confronting: 0.0007852877
population: 0.0006615964
congressional: 0.0022363539
assigned: 0.0003820690
destiny: 0.0003650990
main: 0.0001953081
advantage: 0.0002782806
charisma: 0.0005545814
relations: 0.0011718484
helping: 0.0003230737
inside: 0.0003727257
peace: 0.0005148802
exhaust: 0.0005545814
nursing: 0.0003230737
jobs: 0.0003446641
liability: 0.0006111483
influences: 0.0002574401
39fn: 0.0003727257
limiting: 0.0003727257
social: 0.0027828056
fostering: 0.0004622140
report: 0.0005513303
$17005: 0.0003006771
nations: 0.0002718029
reported: 0.0002205321
ross: 0.0004622140
consequences: 0.0005436059
support: 0.0005565612
a1termpaper: 0.0001391403
job: 0.0005297564
$2685: 0.0004813463
health: 0.0046757413
branch: 0.0010339924
12fn: 0.0016185258
assistance: 0.0007946346
phil: 0.0004278388
retired: 0.0007301981
voter: 0.0004846106
decision: 0.0006261313
joe: 0.0004846106
publicity: 0.0004435124
mobility: 0.0004622140
construction: 0.0005297564
identifying: 0.0004142343
rape: 0.0003509392
water: 0.0004813463
held: 0.0002087104
marketing: 0.0004988126
deficits: 0.0004278388
officials: 0.0004988126
incapable: 0.0004846106
suggestions: 0.0003055741
3fn: 0.0015624645
enhancement: 0.0004622140
reserved: 0.0001102661
alien: 0.0004846106
nasas: 0.0004846106
tends: 0.0004846106
cias: 0.0010273707
charismatic: 0.0005136853
proposition: 0.0015410561
51fn: 0.0004846106
surveillance: 0.0016088400
analyzed: 0.0006294097
action: 0.0008821285
seniority: 0.0004846106
occupation: 0.0003650990
reviews: 0.0002311070
philosophy: 0.0002782806
opposition: 0.0004813463
analyzes: 0.0014386897
corporate: 0.0008154088
violent: 0.0003727257
reagonomics: 0.0012487025
expansion: 0.0002494063
security: 0.0007193448
16pgs: 0.0006261313
